"","iso3","year","population"
"3320","FSM","1981",75422
"3321","FSM","1982",78015
"3322","FSM","1983",80630
"3323","FSM","1984",83192
"3324","FSM","1985",85641
"3325","FSM","1986",87904
"3326","FSM","1987",89985
"3327","FSM","1988",91984
"3328","FSM","1989",94062
"3329","FSM","1990",96304
"3330","FSM","1991",98779
"3331","FSM","1992",101386
"3332","FSM","1993",103901
"3333","FSM","1994",106030
"3334","FSM","1995",107535
"3335","FSM","1996",108311
"3336","FSM","1997",108473
"3337","FSM","1998",108206
"3338","FSM","1999",107769
"3339","FSM","2000",107405
"3340","FSM","2001",107170
"3341","FSM","2002",107027
"3342","FSM","2003",106902
"3343","FSM","2004",106624
"3344","FSM","2005",106135
"3345","FSM","2006",105374
"3346","FSM","2007",104442
"3347","FSM","2008",103549
"3348","FSM","2009",102971
"3349","FSM","2010",102916
"3350","FSM","2011",103448
"3351","FSM","2012",104506
"3352","FSM","2013",105922
"3353","FSM","2014",107444
"3354","FSM","2015",108886
"3355","FSM","2016",110215
"3356","FSM","2017",111461
"3357","FSM","2018",112640
"3358","FSM","2019",113811
"3359","FSM","2020",115021
"3360","FSM","2021",116255
"3361","GAB","1980",726335
"3362","GAB","1981",744695
"3363","GAB","1982",763932
"3364","GAB","1983",784056
"3365","GAB","1984",805117
"3366","GAB","1985",827107
"3367","GAB","1986",850052
"3368","GAB","1987",873871
"3369","GAB","1988",898472
"3370","GAB","1989",923714
"3371","GAB","1990",949493
"3372","GAB","1991",975785
"3373","GAB","1992",1002573
"3374","GAB","1993",1029769
"3375","GAB","1994",1057252
"3376","GAB","1995",1084951
"3377","GAB","1996",1112944
"3378","GAB","1997",1141332
"3379","GAB","1998",1170061
"3380","GAB","1999",1199058
"3381","GAB","2000",1228359
"3382","GAB","2001",1258008
"3383","GAB","2002",1288310
"3384","GAB","2003",1319946
"3385","GAB","2004",1353788
"3386","GAB","2005",1390550
"3387","GAB","2006",1430144
"3388","GAB","2007",1472565
"3389","GAB","2008",1518538
"3390","GAB","2009",1568925
"3391","GAB","2010",1624146
"3392","GAB","2011",1684629
"3393","GAB","2012",1749677
"3394","GAB","2013",1817070
"3395","GAB","2014",1883801
"3396","GAB","2015",1947690
"3397","GAB","2016",2007882
"3398","GAB","2017",2064812
"3399","GAB","2018",2119275
"3400","GAB","2019",2172578
"3401","GAB","2020",2225728
"3402","GAB","2021",2278829
"3403","GBR","1980",56314216
"3404","GBR","1981",56333829
"3405","GBR","1982",56313641
"3406","GBR","1983",56332848
"3407","GBR","1984",56422072
"3408","GBR","1985",56550268
"3409","GBR","1986",56681396
"3410","GBR","1987",56802050
"3411","GBR","1988",56928327
"3412","GBR","1989",57076711
"3413","GBR","1990",57247586
"3414","GBR","1991",57424897
"3415","GBR","1992",57580402
"3416","GBR","1993",57718614
"3417","GBR","1994",57865745
"3418","GBR","1995",58019030
"3419","GBR","1996",58166950
"3420","GBR","1997",58316954
"3421","GBR","1998",58487141
"3422","GBR","1999",58682466
"3423","GBR","2000",58892514
"3424","GBR","2001",59119673
"3425","GBR","2002",59370479
"3426","GBR","2003",59647577
"3427","GBR","2004",59987905
"3428","GBR","2005",60401206
"3429","GBR","2006",60846820
"3430","GBR","2007",61322463
"3431","GBR","2008",61806995
"3432","GBR","2009",62276270
"3433","GBR","2010",62766365
"3434","GBR","2011",63258810
"3435","GBR","2012",63700215
"3436","GBR","2013",64128273
"3437","GBR","2014",64602298
"3438","GBR","2015",65116219
"3439","GBR","2016",65611593
"3440","GBR","2017",66058859
"3441","GBR","2018",66460344
"3442","GBR","2019",66836327
"3443","GBR","2020",67081000
"3444","GBR","2021",67326569
"3445","GEO","1980",4467700
"3446","GEO","1981",4504500
"3447","GEO","1982",4542800
"3448","GEO","1983",4582900
"3449","GEO","1984",4622200
"3450","GEO","1985",4662900
"3451","GEO","1986",4704500
"3452","GEO","1987",4743500
"3453","GEO","1988",4790700
"3454","GEO","1989",4803300
"3455","GEO","1990",4802000
"3456","GEO","1991",4835900
"3457","GEO","1992",4873500
"3458","GEO","1993",4911100
"3459","GEO","1994",4836076
"3460","GEO","1995",4657722
"3461","GEO","1996",4491699
"3462","GEO","1997",4349913
"3463","GEO","1998",4243607
"3464","GEO","1999",4157192
"3465","GEO","2000",4077131
"3466","GEO","2001",4014373
"3467","GEO","2002",3978515
"3468","GEO","2003",3951736
"3469","GEO","2004",3927340
"3470","GEO","2005",3902469
"3471","GEO","2006",3880347
"3472","GEO","2007",3860158
"3473","GEO","2008",3848449
"3474","GEO","2009",3814419
"3475","GEO","2010",3786695
"3476","GEO","2011",3756441
"3477","GEO","2012",3728874
"3478","GEO","2013",3717668
"3479","GEO","2014",3719414
"3480","GEO","2015",3725276
"3481","GEO","2016",3727505
"3482","GEO","2017",3728004
"3483","GEO","2018",3726549
"3484","GEO","2019",3720161
"3485","GEO","2020",3722716
"3486","GEO","2021",3708610
"3487","GHA","1980",11056112
"3488","GHA","1981",11348287
"3489","GHA","1982",11676828
"3490","GHA","1983",12033559
"3491","GHA","1984",12405659
"3492","GHA","1985",12783617
"3493","GHA","1986",13164839
"3494","GHA","1987",13552021
"3495","GHA","1988",13947047
"3496","GHA","1989",14353409
"3497","GHA","1990",14773274
"3498","GHA","1991",15207360
"3499","GHA","1992",15653345
"3500","GHA","1993",16106756
"3501","GHA","1994",16561677
"3502","GHA","1995",17014058
"3503","GHA","1996",17462504
"3504","GHA","1997",17908977
"3505","GHA","1998",18357159
"3506","GHA","1999",18812369
"3507","GHA","2000",19278850
"3508","GHA","2001",19756929
"3509","GHA","2002",20246376
"3510","GHA","2003",20750308
"3511","GHA","2004",21272328
"3512","GHA","2005",21814648
"3513","GHA","2006",22379057
"3514","GHA","2007",22963946
"3515","GHA","2008",23563832
"3516","GHA","2009",24170943
"3517","GHA","2010",24779614
"3518","GHA","2011",25387713
"3519","GHA","2012",25996454
"3520","GHA","2013",26607641
"3521","GHA","2014",27224480
"3522","GHA","2015",27849203
"3523","GHA","2016",28481947
"3524","GHA","2017",29121464
"3525","GHA","2018",29767108
"3526","GHA","2019",30417858
"3527","GHA","2020",31072945
"3528","GHA","2021",31732128
"3529","GIB","1980",30068
"3530","GIB","1981",29902
"3531","GIB","1982",29698
"3532","GIB","1983",29481
"3533","GIB","1984",29284
"3534","GIB","1985",29151
"3535","GIB","1986",29096
"3536","GIB","1987",29114
"3537","GIB","1988",29164
"3538","GIB","1989",29187
"3539","GIB","1990",29149
"3540","GIB","1991",29021
"3541","GIB","1992",28844
"3542","GIB","1993",28680
"3543","GIB","1994",28605
"3544","GIB","1995",28688
"3545","GIB","1996",28970
"3546","GIB","1997",29404
"3547","GIB","1998",29945
"3548","GIB","1999",30526
"3549","GIB","2000",31081
"3550","GIB","2001",31604
"3551","GIB","2002",32097
"3552","GIB","2003",32556
"3553","GIB","2004",32930
"3554","GIB","2005",33222
"3555","GIB","2006",33420
"3556","GIB","2007",33524
"3557","GIB","2008",33570
"3558","GIB","2009",33562
"3559","GIB","2010",33585
"3560","GIB","2011",33608
"3561","GIB","2012",33653
"3562","GIB","2013",33694
"3563","GIB","2014",33726
"3564","GIB","2015",33742
"3565","GIB","2016",33738
"3566","GIB","2017",33723
"3567","GIB","2018",33715
"3568","GIB","2019",33706
"3569","GIB","2020",33691
"3570","GIB","2021",33691
"3571","GIN","1980",4871446
"3572","GIN","1981",4969595
"3573","GIN","1982",5077073
"3574","GIN","1983",5195443
"3575","GIN","1984",5326369
"3576","GIN","1985",5470716
"3577","GIN","1986",5629420
"3578","GIN","1987",5801323
"3579","GIN","1988",5982484
"3580","GIN","1989",6167480
"3581","GIN","1990",6352282
"3582","GIN","1991",6534936
"3583","GIN","1992",6716032
"3584","GIN","1993",6897171
