"","iso3","year","population"
"6106","LVA","1995",2485056
"6107","LVA","1996",2457222
"6108","LVA","1997",2432851
"6109","LVA","1998",2410019
"6110","LVA","1999",2390482
"6111","LVA","2000",2367550
"6112","LVA","2001",2337170
"6113","LVA","2002",2310173
"6114","LVA","2003",2287955
"6115","LVA","2004",2263122
"6116","LVA","2005",2238799
"6117","LVA","2006",2218357
"6118","LVA","2007",2200325
"6119","LVA","2008",2177322
"6120","LVA","2009",2141669
"6121","LVA","2010",2097555
"6122","LVA","2011",2059709
"6123","LVA","2012",2034319
"6124","LVA","2013",2012647
"6125","LVA","2014",1993782
"6126","LVA","2015",1977527
"6127","LVA","2016",1959537
"6128","LVA","2017",1942248
"6129","LVA","2018",1927174
"6130","LVA","2019",1913822
"6131","LVA","2020",1900449
"6132","LVA","2021",1883162
"6133","MAC","1980",238085
"6134","MAC","1981",243373
"6135","MAC","1982",251154
"6136","MAC","1983",260921
"6137","MAC","1984",271914
"6138","MAC","1985",283490
"6139","MAC","1986",295597
"6140","MAC","1987",308181
"6141","MAC","1988",320774
"6142","MAC","1989",332783
"6143","MAC","1990",343816
"6144","MAC","1991",353623
"6145","MAC","1992",362308
"6146","MAC","1993",370195
"6147","MAC","1994",377805
"6148","MAC","1995",385517
"6149","MAC","1996",393376
"6150","MAC","1997",401353
"6151","MAC","1998",409620
"6152","MAC","1999",418388
"6153","MAC","2000",427772
"6154","MAC","2001",437928
"6155","MAC","2002",448813
"6156","MAC","2003",460157
"6157","MAC","2004",471600
"6158","MAC","2005",482863
"6159","MAC","2006",493804
"6160","MAC","2007",504504
"6161","MAC","2008",515232
"6162","MAC","2009",526401
"6163","MAC","2010",538215
"6164","MAC","2011",550833
"6165","MAC","2012",564037
"6166","MAC","2013",577368
"6167","MAC","2014",590210
"6168","MAC","2015",602093
"6169","MAC","2016",612824
"6170","MAC","2017",622578
"6171","MAC","2018",631633
"6172","MAC","2019",640446
"6173","MAC","2020",649342
"6174","MAC","2021",658391
"6175","MAF","1980",8777
"6176","MAF","1981",8675
"6177","MAF","1982",8372
"6178","MAF","1983",8296
"6179","MAF","1984",9067
"6180","MAF","1985",11066
"6181","MAF","1986",14561
"6182","MAF","1987",19274
"6183","MAF","1988",24374
"6184","MAF","1989",28723
"6185","MAF","1990",31522
"6186","MAF","1991",32441
"6187","MAF","1992",31816
"6188","MAF","1993",30194
"6189","MAF","1994",28482
"6190","MAF","1995",27320
"6191","MAF","1996",26854
"6192","MAF","1997",26910
"6193","MAF","1998",27388
"6194","MAF","1999",28122
"6195","MAF","2000",28935
"6196","MAF","2001",29847
"6197","MAF","2002",30913
"6198","MAF","2003",32055
"6199","MAF","2004",33187
"6200","MAF","2005",34252
"6201","MAF","2006",35240
"6202","MAF","2007",36138
"6203","MAF","2008",36880
"6204","MAF","2009",37380
"6205","MAF","2010",37582
"6206","MAF","2011",37451
"6207","MAF","2012",37012
"6208","MAF","2013",36458
"6209","MAF","2014",36018
"6210","MAF","2015",35865
"6211","MAF","2016",36061
"6212","MAF","2017",36569
"6213","MAF","2018",37264
"6214","MAF","2019",38002
"6215","MAF","2020",38659
"6216","MAF","2021",39239
"6217","MAR","1980",19990006
"6218","MAR","1981",20479709
"6219","MAR","1982",20984023
"6220","MAR","1983",21495088
"6221","MAR","1984",22002641
"6222","MAR","1985",22499111
"6223","MAR","1986",22980334
"6224","MAR","1987",23447256
"6225","MAR","1988",23903592
"6226","MAR","1989",24355624
"6227","MAR","1990",24807461
"6228","MAR","1991",25260407
"6229","MAR","1992",25711410
"6230","MAR","1993",26155204
"6231","MAR","1994",26584473
"6232","MAR","1995",26994255
"6233","MAR","1996",27383472
"6234","MAR","1997",27754573
"6235","MAR","1998",28110447
"6236","MAR","1999",28455504
"6237","MAR","2000",28793672
"6238","MAR","2001",29126323
"6239","MAR","2002",29454765
"6240","MAR","2003",29782884
"6241","MAR","2004",30115196
"6242","MAR","2005",30455563
"6243","MAR","2006",30804689
"6244","MAR","2007",31163670
"6245","MAR","2008",31536807
"6246","MAR","2009",31929087
"6247","MAR","2010",32343384
"6248","MAR","2011",32781860
"6249","MAR","2012",33241898
"6250","MAR","2013",33715705
"6251","MAR","2014",34192358
"6252","MAR","2015",34663608
"6253","MAR","2016",35126274
"6254","MAR","2017",35581257
"6255","MAR","2018",36029089
"6256","MAR","2019",36471766
"6257","MAR","2020",36910558
"6258","MAR","2021",37344787
"6259","MCO","1980",26752
"6260","MCO","1981",27162
"6261","MCO","1982",27633
"6262","MCO","1983",28091
"6263","MCO","1984",28511
"6264","MCO","1985",28836
"6265","MCO","1986",29050
"6266","MCO","1987",29156
"6267","MCO","1988",29232
"6268","MCO","1989",29309
"6269","MCO","1990",29433
"6270","MCO","1991",29629
"6271","MCO","1992",29859
"6272","MCO","1993",30145
"6273","MCO","1994",30436
"6274","MCO","1995",30731
"6275","MCO","1996",31001
"6276","MCO","1997",31268
"6277","MCO","1998",31554
"6278","MCO","1999",31836
"6279","MCO","2000",32148
"6280","MCO","2001",32474
"6281","MCO","2002",32804
"6282","MCO","2003",33144
"6283","MCO","2004",33499
"6284","MCO","2005",33842
"6285","MCO","2006",34189
"6286","MCO","2007",34524
"6287","MCO","2008",34860
"6288","MCO","2009",35223
"6289","MCO","2010",35609
"6290","MCO","2011",36025
"6291","MCO","2012",36459
"6292","MCO","2013",36899
"6293","MCO","2014",37320
"6294","MCO","2015",37723
"6295","MCO","2016",38070
"6296","MCO","2017",38392
"6297","MCO","2018",38682
"6298","MCO","2019",38967
"6299","MCO","2020",39244
"6300","MCO","2021",39520
"6301","MDA","1980",2728099
"6302","MDA","1981",2754609
"6303","MDA","1982",2782725
"6304","MDA","1983",2811645
"6305","MDA","1984",2840565
"6306","MDA","1985",2867878
"6307","MDA","1986",2893584
"6308","MDA","1987",2918487
"6309","MDA","1988",2940177
"6310","MDA","1989",2957047
"6311","MDA","1990",2969097
"6312","MDA","1991",2975523
"6313","MDA","1992",2977130
"6314","MDA","1993",2973114
"6315","MDA","1994",2964277
"6316","MDA","1995",2952307
"6317","MDA","1996",2946401
"6318","MDA","1997",2935524
"6319","MDA","1998",2934339
"6320","MDA","1999",2929735
"6321","MDA","2000",2923783
"6322","MDA","2001",2917252
"6323","MDA","2002",2910504
"6324","MDA","2003",2902320
"6325","MDA","2004",2895147
"6326","MDA","2005",2888111
"6327","MDA","2006",2880095
"6328","MDA","2007",2873429
"6329","MDA","2008",2867964
"6330","MDA","2009",2864346
"6331","MDA","2010",2861487
"6332","MDA","2011",2859833
"6333","MDA","2012",2859458
"6334","MDA","2013",2858692
"6335","MDA","2014",2856950
"6336","MDA","2015",2834530
"6337","MDA","2016",2802170
"6338","MDA","2017",2755158
"6339","MDA","2018",2708214
"6340","MDA","2019",2664974
"6341","MDA","2020",2620495
"6342","MDA","2021",2573928
"6343","MDG","1980",8716549
"6344","MDG","1981",8971339
"6345","MDG","1982",9234137
"6346","MDG","1983",9504283
"6347","MDG","1984",9780869
"6348","MDG","1985",10063493
"6349","MDG","1986",10352117
"6350","MDG","1987",10647753
"6351","MDG","1988",10952396
"6352","MDG","1989",11268653
"6353","MDG","1990",11598647
"6354","MDG","1991",11942809
"6355","MDG","1992",12301338
"6356","MDG","1993",12675469
"6357","MDG","1994",13066544
"6358","MDG","1995",13475403
"6359","MDG","1996",13902697
"6360","MDG","1997",14347860
"6361","MDG","1998",14808791
"6362","MDG","1999",15282524
"6363","MDG","2000",15766806
"6364","MDG","2001",16260933
"6365","MDG","2002",16765122
"6366","MDG","2003",17279139
"6367","MDG","2004",17802992
"6368","MDG","2005",18336722
"6369","MDG","2006",18880265
"6370","MDG","2007",19433520
"6371","MDG","2008",19996476
"6372","MDG","2009",20569115
"6373","MDG","2010",21151640
"6374","MDG","2011",21743970
"6375","MDG","2012",22346641
"6376","MDG","2013",22961259
"6377","MDG","2014",23589897
"6378","MDG","2015",24234080
"6379","MDG","2016",24894370
"6380","MDG","2017",25570511
"6381","MDG","2018",26262313
"6382","MDG","2019",26969306
"6383","MDG","2020",27691019
"6384","MDG","2021",28427333
"6385","MDV","1980",158271
"6386","MDV","1981",163821
"6387","MDV","1982",169849
"6388","MDV","1983",176255
"6389","MDV","1984",182848
"6390","MDV","1985",189540
"6391","MDV","1986",196262
"6392","MDV","1987",203024
"6393","MDV","1988",209787
"6394","MDV","1989",216502
"6395","MDV","1990",223159
"6396","MDV","1991",229743
"6397","MDV","1992",236271
"6398","MDV","1993",242596
"6399","MDV","1994",248582
"6400","MDV","1995",254144
"6401","MDV","1996",259178
"6402","MDV","1997",263836
"6403","MDV","1998",268445
"6404","MDV","1999",273522
"6405","MDV","2000",279396
"6406","MDV","2001",286309
"6407","MDV","2002",294185
"6408","MDV","2003",302681
"6409","MDV","2004",311265
"6410","MDV","2005",319604
"6411","MDV","2006",327489
"6412","MDV","2007",335172
"6413","MDV","2008",343448
"6414","MDV","2009",353391
"6415","MDV","2010",365730
"6416","MDV","2011",380493
"6417","MDV","2012",397231
"6418","MDV","2013",415592
"6419","MDV","2014",435018
"6420","MDV","2015",454914
"6421","MDV","2016",475505
"6422","MDV","2017",496398
"6423","MDV","2018",515704
"6424","MDV","2019",530957
"6425","MDV","2020",540542
"6426","MDV","2021",543620
"6427","MEA","1980",184628581
"6428","MEA","1981",190731389
"6429","MEA","1982",197157155
"6430","MEA","1983",203834175
"6431","MEA","1984",210648804
"6432","MEA","1985",217572797
"6433","MEA","1986",224549836
"6434","MEA","1987",231570125
"6435","MEA","1988",238565130
"6436","MEA","1989",245453236
"6437","MEA","1990",254215127
"6438","MEA","1991",261046286
"6439","MEA","1992",265656639
"6440","MEA","1993",272107854
"6441","MEA","1994",278384977
"6442","MEA","1995",286096967
"6443","MEA","1996",292041169
"6444","MEA","1997",297891711
"6445","MEA","1998",303641719
"6446","MEA","1999",309436718
"6447","MEA","2000",315326781
"6448","MEA","2001",321297196
"6449","MEA","2002",327362274
"6450","MEA","2003",333608806
"6451","MEA","2004",340143477
"6452","MEA","2005",347029862
"6453","MEA","2006",354302465
"6454","MEA","2007",361929175
"6455","MEA","2008",369823227
"6456","MEA","2009",377883960
"6457","MEA","2010",385917928
"6458","MEA","2011",393942668
"6459","MEA","2012",401968363
"6460","MEA","2013",409968633
"6461","MEA","2014",417924350
"6462","MEA","2015",425821771
"6463","MEA","2016",433616042
"6464","MEA","2017",441298977
"6465","MEA","2018",448974232
"6466","MEA","2019",456709496
"6467","MEA","2020",464542370
"6468","MEA","2021",472494995
"6469","MEX","1980",67761367
"6470","MEX","1981",69407623
"6471","MEX","1982",71058650
"6472","MEX","1983",72709306
"6473","MEX","1984",74352631
"6474","MEX","1985",75983486
"6475","MEX","1986",77599105
"6476","MEX","1987",79200081
"6477","MEX","1988",80788725
"6478","MEX","1989",82368930
"6479","MEX","1990",83943135
"6480","MEX","1991",85512621
"6481","MEX","1992",87075136
"6482","MEX","1993",88625440
"6483","MEX","1994",90156396
"6484","MEX","1995",91663290
"6485","MEX","1996",93147045
"6486","MEX","1997",94611008
"6487","MEX","1998",96056313
"6488","MEX","1999",97484823
"6489","MEX","2000",98899845
"6490","MEX","2001",100298152
"6491","MEX","2002",101684764
"6492","MEX","2003",103081020
"6493","MEX","2004",104514934
"6494","MEX","2005",106005199
"6495","MEX","2006",107560155
"6496","MEX","2007",109170503
"6497","MEX","2008",110815272
"6498","MEX","2009",112463886
"6499","MEX","2010",114092961
"6500","MEX","2011",115695468
"6501","MEX","2012",117274156
"6502","MEX","2013",118827158
"6503","MEX","2014",120355137
"6504","MEX","2015",121858251
"6505","MEX","2016",123333379
"6506","MEX","2017",124777326
"6507","MEX","2018",126190782
"6508","MEX","2019",127575529
"6509","MEX","2020",128932753
"6510","MEX","2021",130262220
"6511","MHL","1980",30574
"6512","MHL","1981",31883
"6513","MHL","1982",33330
"6514","MHL","1983",34881
"6515","MHL","1984",36564
"6516","MHL","1985",38331
"6517","MHL","1986",40212
"6518","MHL","1987",42168
"6519","MHL","1988",44092
"6520","MHL","1989",45827
"6521","MHL","1990",47265
"6522","MHL","1991",48403
"6523","MHL","1992",49242
"6524","MHL","1993",49828
"6525","MHL","1994",50214
"6526","MHL","1995",50454
"6527","MHL","1996",50523
"6528","MHL","1997",50453
"6529","MHL","1998",50356
"6530","MHL","1999",50418
"6531","MHL","2000",50754
"6532","MHL","2001",51411
"6533","MHL","2002",52368
"6534","MHL","2003",53465
"6535","MHL","2004",54476
"6536","MHL","2005",55257
"6537","MHL","2006",55765
"6538","MHL","2007",56046
"6539","MHL","2008",56166
"6540","MHL","2009",56255
"6541","MHL","2010",56361
"6542","MHL","2011",56524
"6543","MHL","2012",56712
"6544","MHL","2013",56933
"6545","MHL","2014",57183
"6546","MHL","2015",57444
"6547","MHL","2016",57723
"6548","MHL","2017",58053
"6549","MHL","2018",58412
"6550","MHL","2019",58791
"6551","MHL","2020",59194
"6552","MHL","2021",59618
"6553","MIC","1980",3230235174
"6554","MIC","1981",3294486256
"6555","MIC","1982",3362068811
"6556","MIC","1983",3430692235
"6557","MIC","1984",3499166295
"6558","MIC","1985",3568809321
"6559","MIC","1986",3640347413
"6560","MIC","1987",3713737596
"6561","MIC","1988",3787553947
"6562","MIC","1989",3860485653
"6563","MIC","1990",3933989104
"6564","MIC","1991",4004465562
"6565","MIC","1992",4072990921
"6566","MIC","1993",4140182477
"6567","MIC","1994",4206647598
"6568","MIC","1995",4272334475
"6569","MIC","1996",4337849889
"6570","MIC","1997",4403202742
"6571","MIC","1998",4467625698
"6572","MIC","1999",4530510059
"6573","MIC","2000",4592353799
"6574","MIC","2001",4653117238
"6575","MIC","2002",4713002936
"6576","MIC","2003",4772392680
"6577","MIC","2004",4831529535
"6578","MIC","2005",4890687701
"6579","MIC","2006",4949621755
"6580","MIC","2007",5008455377
"6581","MIC","2008",5067844758
"6582","MIC","2009",5127662761
"6583","MIC","2010",5187959208
"6584","MIC","2011",5249903610
"6585","MIC","2012",5313945906
"6586","MIC","2013",5378522588
"6587","MIC","2014",5442819928
"6588","MIC","2015",5506549042
"6589","MIC","2016",5570150918
"6590","MIC","2017",5634010938
"6591","MIC","2018",5695493550
"6592","MIC","2019",5754728710
"6593","MIC","2020",5811279241
"6594","MIC","2021",5864624595
"6595","MKD","1980",1924203
"6596","MKD","1981",1941527
"6597","MKD","1982",1955247
"6598","MKD","1983",1965892
"6599","MKD","1984",1974413
"6600","MKD","1985",1981536
"6601","MKD","1986",1987538
"6602","MKD","1987",1992278
"6603","MKD","1988",1995508
"6604","MKD","1989",1996863
"6605","MKD","1990",1996218
"6606","MKD","1991",1993304
"6607","MKD","1992",1988659
"6608","MKD","1993",1984024
"6609","MKD","1994",1981713
"6610","MKD","1995",1983259
"6611","MKD","1996",1989441
"6612","MKD","1997",1996869
"6613","MKD","1998",2007523
"6614","MKD","1999",2017142
"6615","MKD","2000",2026350
"6616","MKD","2001",2034882
"6617","MKD","2002",2020157
"6618","MKD","2003",2026773
"6619","MKD","2004",2032544
"6620","MKD","2005",2036855
"6621","MKD","2006",2040228
"6622","MKD","2007",2043559
"6623","MKD","2008",2046898
"6624","MKD","2009",2050671
"6625","MKD","2010",2055004
"6626","MKD","2011",2058539
"6627","MKD","2012",2061044
"6628","MKD","2013",2064032
"6629","MKD","2014",2067471
"6630","MKD","2015",2070226
"6631","MKD","2016",2072490
"6632","MKD","2017",2074502
"6633","MKD","2018",2076217
"6634","MKD","2019",2076694
"6635","MKD","2020",2072531
"6636","MKD","2021",2065092
"6637","MLI","1980",7090124
"6638","MLI","1981",7234725
"6639","MLI","1982",7388670
"6640","MLI","1983",7545163
"6641","MLI","1984",7694857
"6642","MLI","1985",7831888
"6643","MLI","1986",7952863
"6644","MLI","1987",8062216
"6645","MLI","1988",8171525
"6646","MLI","1989",8296919
"6647","MLI","1990",8449915
"6648","MLI","1991",8635528
"6649","MLI","1992",8850334
"6650","MLI","1993",9087173
"6651","MLI","1994",9334893
"6652","MLI","1995",9585660
"6653","MLI","1996",9837575
"6654","MLI","1997",10094363
"6655","MLI","1998",10360564
"6656","MLI","1999",10642937
"6657","MLI","2000",10946448
"6658","MLI","2001",11271603
"6659","MLI","2002",11616890
"6660","MLI","2003",11982692
"6661","MLI","2004",12369078
"6662","MLI","2005",12775509
"6663","MLI","2006",13203378
"6664","MLI","2007",13651455
"6665","MLI","2008",14113578
"6666","MLI","2009",14581427
"6667","MLI","2010",15049352
"6668","MLI","2011",15514593
"6669","MLI","2012",15979492
"6670","MLI","2013",16449854
"6671","MLI","2014",16934213
"6672","MLI","2015",17438772
"6673","MLI","2016",17965448
"6674","MLI","2017",18512429
"6675","MLI","2018",19077755
"6676","MLI","2019",19658023
"6677","MLI","2020",20250834
"6678","MLI","2021",20855724
"6679","MLT","1980",316645
"6680","MLT","1981",318982
"6681","MLT","1982",325898
"6682","MLT","1983",330524
"6683","MLT","1984",330593
"6684","MLT","1985",336452
"6685","MLT","1986",342121
"6686","MLT","1987",344485
"6687","MLT","1988",347325
"6688","MLT","1989",350722
"6689","MLT","1990",354170
"6690","MLT","1991",363845
"6691","MLT","1992",367618
"6692","MLT","1993",371308
"6693","MLT","1994",374797
"6694","MLT","1995",377419
"6695","MLT","1996",379905
"6696","MLT","1997",382791
"6697","MLT","1998",385287
"6698","MLT","1999",387578
"6699","MLT","2000",390087
"6700","MLT","2001",393028
"6701","MLT","2002",395969
"6702","MLT","2003",398582
"6703","MLT","2004",401268
"6704","MLT","2005",403834
"6705","MLT","2006",405308
"6706","MLT","2007",406724
"6707","MLT","2008",409379
"6708","MLT","2009",412477
"6709","MLT","2010",414508
"6710","MLT","2011",416268
"6711","MLT","2012",420028
"6712","MLT","2013",425967
"6713","MLT","2014",434558
"6714","MLT","2015",445053
"6715","MLT","2016",455356
"6716","MLT","2017",467999
"6717","MLT","2018",484630
"6718","MLT","2019",504062
"6719","MLT","2020",515332
"6720","MLT","2021",516869
"6721","MMR","1980",34224316
"6722","MMR","1981",34976465
"6723","MMR","1982",35734273
"6724","MMR","1983",36491804
"6725","MMR","1984",37241530
"6726","MMR","1985",37977087
"6727","MMR","1986",38698484
"6728","MMR","1987",39404350
"6729","MMR","1988",40085653
"6730","MMR","1989",40731439
"6731","MMR","1990",41335188
"6732","MMR","1991",41890192
"6733","MMR","1992",42401686
"6734","MMR","1993",42889992
"6735","MMR","1994",43383421
"6736","MMR","1995",43901598
"6737","MMR","1996",44452203
"6738","MMR","1997",45027223
"6739","MMR","1998",45611220
"6740","MMR","1999",46181075
"6741","MMR","2000",46719698
"6742","MMR","2001",47225119
"6743","MMR","2002",47702163
"6744","MMR","2003",48148907
"6745","MMR","2004",48564489
"6746","MMR","2005",48949931
"6747","MMR","2006",49301049
"6748","MMR","2007",49621479
"6749","MMR","2008",49929642
"6750","MMR","2009",50250366
"6751","MMR","2010",50600827
"6752","MMR","2011",50990612
"6753","MMR","2012",51413703
"6754","MMR","2013",51852464
"6755","MMR","2014",52280816
"6756","MMR","2015",52680724
"6757","MMR","2016",53045199
"6758","MMR","2017",53382521
"6759","MMR","2018",53708318
"6760","MMR","2019",54045422
"6761","MMR","2020",54409794
"6762","MMR","2021",54806014
"6763","MNA","1980",166616386
"6764","MNA","1981",171766018
"6765","MNA","1982",177185651
"6766","MNA","1983",182825252
"6767","MNA","1984",188614684
"6768","MNA","1985",194494177
"6769","MNA","1986",200443463
"6770","MNA","1987",206447529
"6771","MNA","1988",212456877
"6772","MNA","1989",218415839
"6773","MNA","1990",226259024
"6774","MNA","1991",232101413
"6775","MNA","1992",237828686
"6776","MNA","1993",243429317
"6777","MNA","1994",248897278
"6778","MNA","1995",254233340
"6779","MNA","1996",259431598
"6780","MNA","1997",264504158
"6781","MNA","1998",269440674
"6782","MNA","1999",274350014
"6783","MNA","2000",279279614
"6784","MNA","2001",284249005
"6785","MNA","2002",289264351
"6786","MNA","2003",294343659
"6787","MNA","2004",299502746
"6788","MNA","2005",304755514
"6789","MNA","2006",310109431
"6790","MNA","2007",315573363
"6791","MNA","2008",321168746
"6792","MNA","2009",326900966
"6793","MNA","2010",332777842
"6794","MNA","2011",338813060
"6795","MNA","2012",344998428
"6796","MNA","2013",351290405
"6797","MNA","2014",357629838
"6798","MNA","2015",363975556
"6799","MNA","2016",370294017
"6800","MNA","2017",376588457
"6801","MNA","2018",382955167
"6802","MNA","2019",389457075
"6803","MNA","2020",396147843
"6804","MNA","2021",403051615
"6805","MNE","1980",572608
"6806","MNE","1981",579445
"6807","MNE","1982",587001
"6808","MNE","1983",594506
"6809","MNE","1984",600884
"6810","MNE","1985",605398
"6811","MNE","1986",607711
"6812","MNE","1987",608144
"6813","MNE","1988",607413
"6814","MNE","1989",606571
"6815","MNE","1990",606372
"6816","MNE","1991",607105
"6817","MNE","1992",608516
"6818","MNE","1993",610170
"6819","MNE","1994",611389
"6820","MNE","1995",611712
"6821","MNE","1996",611003
"6822","MNE","1997",609520
"6823","MNE","1998",607662
"6824","MNE","1999",606001
"6825","MNE","2000",604950
"6826","MNE","2001",607389
"6827","MNE","2002",609828
"6828","MNE","2003",612267
"6829","MNE","2004",613353
"6830","MNE","2005",614261
"6831","MNE","2006",615025
"6832","MNE","2007",615875
"6833","MNE","2008",616969
"6834","MNE","2009",618294
"6835","MNE","2010",619428
"6836","MNE","2011",620079
"6837","MNE","2012",620601
"6838","MNE","2013",621207
"6839","MNE","2014",621810
"6840","MNE","2015",622159
"6841","MNE","2016",622303
"6842","MNE","2017",622373
"6843","MNE","2018",622227
"6844","MNE","2019",622028
"6845","MNE","2020",621306
"6846","MNE","2021",620173
"6847","MNG","1980",1689622
"6848","MNG","1981",1733475
"6849","MNG","1982",1777727
"6850","MNG","1983",1823214
"6851","MNG","1984",1871089
"6852","MNG","1985",1921889
"6853","MNG","1986",1976313
"6854","MNG","1987",2033351
"6855","MNG","1988",2089709
"6856","MNG","1989",2141005
"6857","MNG","1990",2184139
"6858","MNG","1991",2217918
"6859","MNG","1992",2243495
"6860","MNG","1993",2263196
"6861","MNG","1994",2280475
"6862","MNG","1995",2298017
"6863","MNG","1996",2316571
"6864","MNG","1997",2335744
"6865","MNG","1998",2355667
"6866","MNG","1999",2376228
"6867","MNG","2000",2397417
"6868","MNG","2001",2419594
"6869","MNG","2002",2443261
"6870","MNG","2003",2468765
"6871","MNG","2004",2496394
"6872","MNG","2005",2526429
"6873","MNG","2006",2558854
"6874","MNG","2007",2593819
"6875","MNG","2008",2631899
"6876","MNG","2009",2673794
"6877","MNG","2010",2719902
"6878","MNG","2011",2770357
"6879","MNG","2012",2824698
"6880","MNG","2013",2881783
"6881","MNG","2014",2940111
"6882","MNG","2015",2998433
"6883","MNG","2016",3056358
"6884","MNG","2017",3113788
"6885","MNG","2018",3170214
"6886","MNG","2019",3225166
"6887","MNG","2020",3278292
"6888","MNG","2021",3329282
"6889","MNP","1980",16633
"6890","MNP","1981",18168
"6891","MNP","1982",20163
"6892","MNP","1983",22622
"6893","MNP","1984",25496
"6894","MNP","1985",28719
"6895","MNP","1986",32377
"6896","MNP","1987",36371
"6897","MNP","1988",40294
"6898","MNP","1989",43542
"6899","MNP","1990",45752
"6900","MNP","1991",46662
"6901","MNP","1992",46473
"6902","MNP","1993",45763
"6903","MNP","1994",45361
"6904","MNP","1995",45872
"6905","MNP","1996",47518
"6906","MNP","1997",50052
"6907","MNP","1998",52999
"6908","MNP","1999",55633
"6909","MNP","2000",57453
"6910","MNP","2001",58319
"6911","MNP","2002",58412
"6912","MNP","2003",57954
"6913","MNP","2004",57240
"6914","MNP","2005",56547
"6915","MNP","2006",55886
"6916","MNP","2007",55215
"6917","MNP","2008",54621
"6918","MNP","2009",54194
"6919","MNP","2010",53971
"6920","MNP","2011",54013
"6921","MNP","2012",54306
"6922","MNP","2013",54786
"6923","MNP","2014",55301
"6924","MNP","2015",55779
"6925","MNP","2016",56187
"6926","MNP","2017",56553
"6927","MNP","2018",56889
"6928","MNP","2019",57213
"6929","MNP","2020",57557
"6930","MNP","2021",57910
"6931","MOZ","1980",11630194
"6932","MOZ","1981",11913085
"6933","MOZ","1982",12189817
"6934","MOZ","1983",12439773
"6935","MOZ","1984",12636120
"6936","MOZ","1985",12764385
"6937","MOZ","1986",12808566
"6938","MOZ","1987",12786353
"6939","MOZ","1988",12758003
"6940","MOZ","1989",12805950
"6941","MOZ","1990",12987292
"6942","MOZ","1991",13328029
"6943","MOZ","1992",13805999
"6944","MOZ","1993",14370950
"6945","MOZ","1994",14948050
"6946","MOZ","1995",15483277
"6947","MOZ","1996",15960445
"6948","MOZ","1997",16397175
"6949","MOZ","1998",16813946
"6950","MOZ","1999",17244176
"6951","MOZ","2000",17711925
"6952","MOZ","2001",18221884
"6953","MOZ","2002",18764147
"6954","MOZ","2003",19331097
"6955","MOZ","2004",19910549
"6956","MOZ","2005",20493927
"6957","MOZ","2006",21080108
"6958","MOZ","2007",21673319
"6959","MOZ","2008",22276596
"6960","MOZ","2009",22894718
"6961","MOZ","2010",23531567
"6962","MOZ","2011",24187500
"6963","MOZ","2012",24862673
"6964","MOZ","2013",25560752
"6965","MOZ","2014",26286192
"6966","MOZ","2015",27042001
"6967","MOZ","2016",27829930
"6968","MOZ","2017",28649007
"6969","MOZ","2018",29496009
"6970","MOZ","2019",30366043
"6971","MOZ","2020",31255435
"6972","MOZ","2021",32163045
"6973","MRT","1980",1540644
"6974","MRT","1981",1586496
"6975","MRT","1982",1633655
"6976","MRT","1983",1681859
"6977","MRT","1984",1730737
"6978","MRT","1985",1780033
"6979","MRT","1986",1829678
"6980","MRT","1987",1879756
"6981","MRT","1988",1930427
"6982","MRT","1989",1981902
"6983","MRT","1990",2034347
"6984","MRT","1991",2087914
"6985","MRT","1992",2142645
"6986","MRT","1993",2198538
"6987","MRT","1994",2255520
"6988","MRT","1995",2313630
"6989","MRT","1996",2372900
"6990","MRT","1997",2433567
"6991","MRT","1998",2496217
"6992","MRT","1999",2561584
"6993","MRT","2000",2630217
"6994","MRT","2001",2702405
"6995","MRT","2002",2778097
"6996","MRT","2003",2857150
"6997","MRT","2004",2939246
"6998","MRT","2005",3024198
"6999","MRT","2006",3111908
"7000","MRT","2007",3202512
"7001","MRT","2008",3296237
"7002","MRT","2009",3393408
"7003","MRT","2010",3494200
"7004","MRT","2011",3598646
"7005","MRT","2012",3706555
"7006","MRT","2013",3817497
"7007","MRT","2014",3930894
"7008","MRT","2015",4046304
"7009","MRT","2016",4163532
"7010","MRT","2017",4282582
"7011","MRT","2018",4403312
"7012","MRT","2019",4525698
"7013","MRT","2020",4649660
"7014","MRT","2021",4775110
"7015","MUS","1980",966039
"7016","MUS","1981",980462
"7017","MUS","1982",992521
"7018","MUS","1983",1001691
"7019","MUS","1984",1012221
"7020","MUS","1985",1020528
"7021","MUS","1986",1028360
"7022","MUS","1987",1036082
"7023","MUS","1988",1043239
"7024","MUS","1989",1051260
"7025","MUS","1990",1058775
"7026","MUS","1991",1070266
"7027","MUS","1992",1084441
"7028","MUS","1993",1097374
"7029","MUS","1994",1112846
"7030","MUS","1995",1122457
"7031","MUS","1996",1133996
"7032","MUS","1997",1148284
"7033","MUS","1998",1160421
"7034","MUS","1999",1175267
"7035","MUS","2000",1186873
"7036","MUS","2001",1196287
"7037","MUS","2002",1204621
"7038","MUS","2003",1213370
"7039","MUS","2004",1221003
"7040","MUS","2005",1228254
"7041","MUS","2006",1233996
"7042","MUS","2007",1239630
"7043","MUS","2008",1244121
"7044","MUS","2009",1247429
"7045","MUS","2010",1250400
"7046","MUS","2011",1252404
"7047","MUS","2012",1255882
"7048","MUS","2013",1258653
"7049","MUS","2014",1260934
"7050","MUS","2015",1262605
"7051","MUS","2016",1263473
"7052","MUS","2017",1264613
"7053","MUS","2018",1265303
"7054","MUS","2019",1265711
